Time [s], Intensity [dB],
0.115100, -24.726906,
0.115200, 18.826629,
0.115300, 38.723604,
0.115400, 116.641039,
0.115500, 52.966739,
0.115600, 30.048613,
0.115700, 24.738200,
0.115800, 87.211921,
0.115900, 16.576012,
0.116000, 24.046519,
0.116100, -10.091437,
0.116200, 5.013653,
0.116300, -49.968897,
0.116400, -32.311639,
0.116500, -42.848935,
0.116600, -49.421184,
0.116700, -54.302131,
0.116800, -35.153391,
0.116900, -14.840396,
0.117000, -43.386933,
0.117100, 16.002718,
0.117200, -13.443803,
0.117300, 44.426092,
0.117400, 84.231784,
0.117500, 47.717856,
0.117600, 55.143479,
0.117700, -8.437558,
0.117800, -31.136876,
0.117900, -51.530500,
0.118000, -83.335453,
0.118100, -36.369147,
0.118200, -20.186718,
0.118300, -27.811146,
0.118400, -43.576258,
0.118500, -54.462194,
0.118600, -17.230958,
0.118700, -29.653030,
0.118800, -23.706869,
0.118900, -10.006190,
0.119000, 22.180811,
0.119100, 36.701442,
0.119200, 90.715070,
0.119300, 60.593550,
0.119400, 64.415760,
0.119500, 89.664049,
0.119600, 36.066491,
0.119700, 23.773724,
0.119800, 34.618049,
0.119900, 144.151796,
0.120000, 34.768180,
0.120100, 14.314646,
0.120200, -17.093603,
0.120300, -10.274307,
0.120400, -20.094481,
0.120500, -12.606593,
0.120600, -52.552724,
0.120700, -51.657216,
0.120800, -50.205009,
0.120900, -59.956791,
0.121000, -25.969571,
0.121100, -34.961167,
0.121200, -69.426280,
0.121300, -22.674505,
0.121400, 3.509294,
0.121500, 50.675429,
0.121600, -9.260227,
0.121700, 9.671914,
0.121800, -33.614091,
0.121900, 26.954451,
0.122000, -17.445135,
0.122100, 1.948014,
0.122200, 11.226604,
0.122300, 27.772736,
0.122400, 65.653391,
0.122500, 81.495182,
0.122600, 95.271298,
0.122700, 47.145778,
0.122800, -18.341114,
0.122900, -1.379905,
0.123000, 2.738754,
0.123100, 36.506690,
0.123200, -17.979692,
0.123300, -38.441777,
0.123400, 8.667458,
0.123500, 57.769635,
0.123600, -20.006224,
0.123700, -26.794129,
0.123800, -9.820232,
0.123900, -45.689241,
0.124000, -58.338769,
0.124100, -32.416095,
0.124200, -53.150429,
0.124300, -14.775998,
0.124400, -8.013167,
0.124500, -54.017270,
0.124600, -24.726259,
0.124700, -62.383901,
0.124800, 20.196857,
0.124900, 15.310576,
0.125000, 95.602819,
0.125100, 26.951724,
0.125200, 25.101137,
0.125300, 9.134379,
0.125400, 26.591564,
0.125500, 58.968313,
0.125600, 51.086262,
0.125700, 28.613183,
0.125800, 37.323565,
0.125900, 9.901799,
0.126000, 100.816151,
0.126100, 11.036325,
0.126200, -7.914680,
0.126300, -14.611476,
0.126400, -22.238902,
0.126500, -29.690270,
0.126600, -15.439364,
0.126700, -21.286135,
0.126800, -6.099121,
0.126900, -37.703135,
0.127000, -42.926693,
0.127100, 15.215150,
0.127200, -20.553099,
0.127300, -13.826374,
0.127400, 37.955841,
0.127500, 66.845120,
0.127600, 71.469820,
0.127700, 32.895653,
0.127800, 22.606657,
0.127900, -11.241012,
0.128000, -19.983496,
0.128100, -18.771268,
0.128200, -41.743999,
0.128300, -27.085741,
0.128400, -45.679287,
0.128500, -83.990540,
0.128600, -25.511582,
0.128700, -14.762972,
0.128800, -39.279792,
0.128900, -19.746284,
0.129000, -9.759449,
0.129100, 25.003775,
0.129200, 30.359613,
0.129300, 16.161741,
0.129400, 154.402425,
0.129500, 64.354506,
0.129600, 111.875828,
0.129700, 66.589656,
0.129800, 37.012394,
0.129900, -2.586136,
0.130000, -21.341755,
0.130100, 150.442703,
0.130200, -4.229105,
0.130300, -4.084664,
0.130400, -31.554361,
0.130500, -3.449412,
0.130600, -42.792745,
0.130700, -3.815877,
0.130800, -33.496862,
0.130900, -39.686162,
0.131000, -15.966366,
0.131100, -22.644627,
0.131200, -18.598776,
0.131300, -20.250080,
0.131400, -17.082692,
0.131500, -37.816817,
0.131600, 69.443737,
0.131700, 4.674176,
0.131800, -2.599707,
0.131900, -2.411483,
0.132000, -32.129466,
0.132100, -36.627217,
0.132200, -4.225604,
0.132300, -19.928464,
0.132400, -5.281128,
0.132500, 66.350177,
0.132600, 42.986079,
0.132700, 61.798890,
0.132800, 150.982738,
0.132900, 39.939569,
0.133000, 52.120696,
0.133100, 1.416216,
0.133200, -23.946965,
0.133300, -36.061269,
0.133400, -4.456453,
0.133500, 4.273893,
0.133600, 15.951081,
0.133700, 48.359538,
0.133800, -46.281344,
0.133900, -39.312718,
0.134000, -15.634561,
0.134100, -85.562522,
0.134200, -50.004796,
0.134300, -80.075839,
0.134400, -34.136185,
0.134500, -24.650601,
0.134600, -44.291174,
0.134700, -15.877326,
0.134800, -47.194933,
0.134900, -6.573777,
0.135000, -46.711971,
0.135100, 5.488899,
0.135200, 112.888127,
0.135300, 17.071634,
0.135400, -14.328180,
0.135500, 34.448588,
0.135600, 56.878585,
0.135700, 79.211931,
0.135800, 43.643905,
0.135900, -3.434792,
0.136000, 26.765500,
0.136100, -6.016259,
0.136200, 100.829812,
0.136300, -5.701026,
0.136400, 37.334746,
0.136500, -8.827096,
0.136600, -36.881805,
0.136700, -43.075046,
0.136800, -31.646583,
0.136900, -19.271235,
0.137000, -34.861307,
0.137100, -28.085807,
0.137200, -0.870488,
0.137300, -13.872188,
0.137400, -35.410682,
0.137500, -6.731399,
0.137600, 27.974027,
0.137700, 120.023290,
0.137800, 45.772602,
0.137900, 7.182389,
0.138000, -21.144454,
0.138100, -45.709140,
0.138200, -21.702986,
0.138300, -49.226081,
0.138400, -67.812534,
0.138500, -60.380739,
0.138600, -83.233730,
0.138700, 21.222231,
0.138800, -34.737660,
0.138900, -29.139265,
0.139000, -16.234077,
0.139100, -47.718632,
0.139200, -13.812231,
0.139300, -49.453273,
0.139400, 8.619972,
0.139500, 56.771865,
0.139600, 114.118189,
0.139700, 148.300068,
0.139800, 24.421688,
0.139900, 29.720480,
0.140000, -3.340176,
0.140100, 5.334349,
0.140200, 20.507796,
0.140300, 100.354696,
0.140400, 17.698096,
0.140500, -21.759267,
0.140600, -57.170450,
0.140700, -47.945522,
0.140800, 11.578317,
0.140900, -57.272687,
0.141000, -37.652295,
0.141100, -32.578255,
0.141200, -70.494584,
0.141300, -30.547449,
0.141400, -18.229002,
0.141500, -43.460501,
0.141600, 8.530170,
0.141700, 26.143866,
0.141800, 10.576448,
0.141900, -25.248862,
0.142000, -4.646188,
0.142100, -36.683230,
0.142200, -39.381472,
0.142300, -20.307596,
0.142400, -23.977667,
0.142500, -57.029110,
0.142600, -13.075968,
0.142700, 19.289929,
0.142800, 60.914224,
0.142900, 111.125363,
0.143000, 114.208800,
0.143100, 11.543355,
0.143200, 36.970780,
0.143300, 14.887228,
0.143400, -19.039932,
0.143500, 6.512545,
0.143600, 22.792851,
0.143700, 56.174254,
0.143800, 5.616512,
0.143900, -40.415439,
0.144000, -1.125643,
0.144100, -53.852792,
0.144200, -71.410606,
0.144300, -57.494615,
0.144400, -33.048418,
0.144500, -65.363435,
0.144600, -51.712024,
0.144700, -74.957850,
0.144800, -29.183917,
0.144900, -41.477090,
0.145000, -23.143660,
0.145100, -11.230709,
0.145200, -6.180729,
0.145300, 26.933395,
0.145400, 107.625728,
0.145500, 44.386728,
0.145600, 41.723577,
0.145700, 45.565482,
0.145800, 104.889837,
0.145900, 22.587760,
0.146000, 13.288396,
0.146100, 6.366102,
0.146200, 29.435498,
0.146300, 17.291776,
0.146400, 63.427814,
0.146500, 4.535747,
0.146600, 11.724435,
0.146700, -24.763356,
0.146800, -10.423473,
0.146900, -27.008936,
0.147000, -37.949584,
0.147100, -52.612136,
0.147200, -18.524236,
0.147300, 18.221115,
0.147400, -0.928914,
0.147500, -25.831169,
0.147600, 29.647344,
0.147700, 49.084530,
0.147800, 122.428709,
0.147900, 62.923348,
0.148000, 52.503254,
0.148100, 34.987127,
0.148200, -20.388077,
0.148300, -3.705095,
0.148400, -41.512123,
0.148500, -1.496171,
0.148600, -14.542453,
0.148700, -35.526714,
0.148800, -34.777340,
0.148900, -57.589744,
0.149000, -54.281840,
0.149100, -43.745569,
0.149200, -1.174402,
0.149300, -32.272026,
0.149400, -54.977530,
0.149500, 39.499222,
0.149600, 9.993086,
0.149700, 66.711877,
0.149800, 95.641365,
0.149900, 96.311196,
0.150000, 61.666967,
0.150100, 19.394213,
0.150200, 34.376721,
0.150300, 35.536536,
0.150400, 40.692502,
0.150500, 63.908381,
0.150600, 14.215889,
0.150700, -21.326892,
0.150800, -15.398783,
0.150900, -45.278636,
0.151000, -50.578004,
0.151100, 17.364820,
0.151200, -43.877873,
0.151300, -47.383457,
0.151400, -39.843508,
0.151500, -63.206472,
0.151600, -65.467343,
0.151700, -9.885870,
0.151800, 12.295889,
0.151900, 34.592728,
0.152000, 17.436601,
0.152100, 0.744341,
0.152200, -43.020889,
0.152300, -3.610531,
0.152400, -30.592904,
0.152500, -22.104067,
0.152600, -26.692478,
0.152700, -32.572104,
0.152800, -0.112628,
0.152900, 17.363356,
0.153000, 39.682040,
0.153100, 70.712759,
0.153200, 65.047127,
0.153300, 84.144364,
0.153400, 69.913589,
0.153500, -25.680124,
0.153600, 54.501380,
0.153700, 11.338009,
0.153800, 36.380543,
0.153900, 44.333352,
0.154000, 32.360177,
0.154100, -21.798989,
0.154200, -11.952685,
0.154300, -75.655783,
0.154400, -62.474922,
0.154500, -71.678335,
0.154600, -67.961212,
0.154700, -59.875805,
0.154800, -39.130836,
0.154900, -51.333584,
0.155000, -53.246456,
0.155100, -29.088022,
0.155200, -19.211152,
0.155300, -65.751465,
0.155400, -1.636475,
0.155500, -1.127553,
0.155600, 49.000865,
0.155700, 31.156650,
0.155800, 47.344167,
0.155900, 93.618558,
0.156000, 36.805068,
0.156100, 12.840730,
0.156200, 31.781470,
0.156300, 8.395419,
0.156400, -4.896269,
0.156500, 4.694454,
0.156600, 12.960479,
0.156700, 11.618410,
0.156800, 18.829971,
0.156900, -18.386500,
0.157000, -46.088827,
0.157100, -55.318291,
0.157200, -25.031120,
0.157300, -20.172657,
0.157400, 4.208159,
0.157500, -48.686018,
0.157600, 9.285627,
0.157700, -26.702816,
0.157800, 6.971228,
0.157900, 100.598844,
0.158000, 69.956288,
0.158100, 30.677328,
0.158200, 61.607125,
0.158300, 15.871429,
0.158400, 12.974541,
0.158500, 7.111806,
0.158600, -29.679281,
0.158700, -24.403281,
0.158800, -15.926504,
0.158900, -39.604971,
0.159000, -64.025862,
0.159100, -57.193172,
0.159200, -53.127835,
0.159300, -15.240154,
0.159400, -60.655712,
0.159500, -76.773306,
0.159600, -8.011580,
0.159700, 5.516981,
0.159800, 4.705883,
0.159900, 8.003235,
0.160000, 95.813723,
0.160100, 82.660660,
0.160200, 44.397706,
0.160300, 49.146816,
0.160400, 29.417278,
0.160500, 0.687185,
0.160600, 21.580493,
0.160700, 95.134402,
0.160800, 4.842295,
0.160900, 5.698206,
0.161000, 32.407845,
0.161100, -60.132348,
0.161200, -33.570369,
0.161300, -62.136832,
0.161400, -31.738186,
0.161500, -63.438224,
0.161600, -42.522153,
0.161700, 3.838782,
0.161800, -38.122997,
0.161900, -20.112166,
0.162000, 68.926908,
0.162100, -1.215038,
0.162200, 33.495011,
0.162300, -31.944037,
0.162400, -13.781315,
0.162500, -22.039102,
0.162600, -11.394157,
0.162700, -27.243302,
0.162800, -16.142836,
0.162900, 1.339184,
0.163000, -1.545245,
0.163100, 37.693422,
0.163200, 61.816273,
0.163300, 79.491539,
0.163400, 110.211996,
0.163500, 43.643830,
0.163600, 33.604824,
0.163700, 38.406129,
0.163800, 12.267703,
0.163900, 34.124075,
0.164000, 96.687914,
0.164100, 7.004285,
0.164200, -54.681385,
0.164300, -17.193913,
0.164400, -61.890246,
0.164500, -42.561721,
0.164600, -26.876765,
0.164700, -62.760161,
0.164800, -70.568947,
0.164900, -38.310768,
0.165000, -72.854784,
0.165100, -74.171482,
0.165200, -52.361919,
0.165300, -38.948976,
0.165400, -6.694812,
0.165500, -35.488170,
0.165600, -5.645682,
0.165700, 15.618907,
0.165800, 105.767797,
0.165900, 59.691265,
0.166000, 64.954798,
0.166100, 51.972378,
0.166200, 7.629282,
0.166300, 56.846159,
0.166400, 26.315591,
0.166500, 13.604634,
0.166600, -50.950325,
0.166700, -39.301628,
0.166800, 18.322033,
0.166900, 18.252158,
0.167000, 12.059653,
0.167100, -16.065834,
0.167200, -56.763652,
0.167300, -41.905096,
0.167400, -61.694365,
0.167500, -39.360605,
0.167600, -22.599835,
0.167700, 5.490794,
0.167800, 5.132852,
0.167900, -15.911487,
0.168000, 41.597743,
0.168100, 26.356950,
0.168200, 1.106703,
0.168300, 36.544321,
0.168400, 56.254080,
0.168500, 50.678558,
0.168600, -32.704349,
0.168700, -13.880601,
0.168800, -87.160062,
0.168900, -36.685862,
0.169000, -8.393271,
0.169100, -25.964162,
0.169200, -49.995807,
0.169300, -48.430299,
0.169400, -58.834878,
0.169500, -44.536496,
0.169600, -23.706300,
0.169700, -17.641174,
0.169800, -4.315446,
0.169900, 23.096319,
0.170000, -2.741514,
0.170100, 73.965106,
0.170200, 89.682799,
0.170300, 75.609569,
0.170400, 31.964776,
0.170500, 12.193694,
0.170600, 19.192909,
0.170700, 9.788548,
0.170800, 11.459560,
0.170900, 70.816598,
0.171000, 24.295610,
0.171100, -25.722764,
0.171200, -24.225538,
0.171300, -24.310070,
0.171400, -12.078987,
0.171500, -30.371512,
0.171600, -50.783218,
0.171700, -66.104979,
0.171800, -34.789080,
0.171900, -48.421500,
0.172000, 28.138299,
0.172100, 76.367581,
0.172200, -21.326449,
0.172300, -7.249864,
0.172400, -41.028304,
0.172500, -42.978808,
0.172600, -38.670079,
0.172700, -11.129255,
0.172800, -37.409406,
0.172900, -23.285035,
0.173000, -15.921113,
0.173100, -33.893695,
0.173200, -2.784969,
0.173300, 20.596485,
0.173400, 49.878716,
0.173500, 57.880954,
0.173600, 72.853888,
0.173700, 86.772990,
0.173800, 7.196315,
0.173900, 12.124116,
0.174000, 51.560881,
0.174100, 48.553868,
0.174200, 29.065076,
0.174300, 14.382459,
0.174400, -61.550713,
0.174500, -11.093260,
0.174600, -43.982695,
0.174700, -47.816269,
0.174800, -35.836368,
0.174900, -50.808532,
0.175000, -50.787485,
0.175100, -48.958558,
0.175200, -87.268975,
0.175300, -37.908700,
0.175400, -17.014128,
0.175500, -79.436083,
0.175600, -37.139275,
0.175700, -4.782184,
0.175800, 18.494069,
0.175900, -23.587393,
0.176000, 58.819092,
0.176100, 69.495242,
0.176200, 67.477904,
0.176300, -16.019611,
0.176400, 13.848867,
0.176500, -43.788216,
0.176600, -49.089843,
0.176700, -25.323085,
0.176800, 8.481436,
0.176900, -34.850022,
0.177000, 22.668477,
0.177100, 33.840388,
0.177200, 0.826106,
0.177300, -6.270274,
0.177400, 1.529101,
0.177500, -33.540687,
0.177600, 31.278790,
0.177700, -19.502625,
0.177800, -30.871551,
0.177900, 13.526313,
0.178000, 28.819710,
0.178100, 47.294287,
0.178200, 48.899083,
0.178300, 51.216702,
0.178400, 30.355927,
0.178500, 36.094003,
0.178600, 50.209026,
0.178700, 10.997122,
0.178800, 8.222756,
0.178900, -22.935591,
0.179000, -47.909720,
0.179100, -41.146509,
0.179200, -37.206884,
0.179300, -47.455310,
0.179400, -29.369046,
0.179500, -43.261830,
0.179600, -30.268450,
0.179700, 2.305902,
0.179800, -19.608975,
0.179900, -27.300820,
0.180000, -2.097556,
0.180100, 14.824512,
0.180200, 111.801999,
0.180300, 21.656549,
0.180400, 36.117886,
0.180500, 103.227057,
0.180600, 43.859413,
0.180700, 0.600035,
0.180800, 0.230199,
0.180900, -18.167936,
0.181000, 17.788224,
0.181100, 19.922622,
0.181200, 27.152377,
0.181300, -7.684439,
0.181400, -0.336886,
0.181500, 6.045611,
0.181600, -59.241708,
0.181700, -51.379146,
0.181800, -29.771527,
0.181900, -16.622496,
0.182000, -40.043846,
0.182100, -6.236255,
0.182200, 10.600624,
0.182300, -22.071852,
0.182400, -7.071082,
0.182500, -35.823312,
0.182600, -45.212009,
0.182700, -10.612018,
0.182800, -45.139725,
0.182900, -69.682823,
0.183000, -56.163028,
0.183100, -20.239484,
0.183200, 9.446078,
0.183300, -28.580872,
0.183400, -7.868350,
0.183500, 43.365857,
0.183600, 58.929011,
0.183700, 69.813263,
0.183800, 77.196872,
0.183900, 83.814574,
0.184000, 56.488042,
0.184100, 48.936266,
0.184200, 82.120126,
0.184300, 32.732008,
0.184400, 56.163597,
0.184500, 5.476850,
0.184600, -31.112390,
0.184700, -1.433290,
0.184800, -63.030627,
0.184900, -67.739403,
0.185000, -37.181163,
0.185100, -66.994956,
0.185200, -20.500433,
0.185300, -24.115161,
0.185400, -27.995232,
0.185500, -7.791384,
0.185600, -17.962599,
0.185700, -51.041940,
0.185800, -16.458922,
0.185900, -5.846172,
0.186000, 20.098647,
0.186100, 32.476400,
0.186200, 64.259224,
0.186300, 98.406527,
0.186400, 15.158406,
0.186500, 30.865503,
0.186600, 29.416115,
0.186700, -20.367471,
0.186800, 11.261569,
0.186900, -19.123328,
0.187000, -33.309088,
0.187100, -35.283888,
0.187200, 15.167597,
0.187300, 63.255703,
0.187400, 18.640114,
0.187500, -12.888676,
0.187600, -10.739996,
0.187700, -7.653656,
0.187800, 14.392241,
0.187900, -20.539228,
0.188000, -56.462360,
0.188100, -0.962519,
0.188200, 35.983861,
0.188300, 119.737899,
0.188400, 45.067172,
0.188500, -19.063171,
0.188600, -13.931487,
0.188700, 12.692702,
0.188800, 44.745842,
0.188900, 10.190942,
0.189000, -32.415450,
0.189100, -37.336218,
0.189200, -27.410566,
0.189300, -19.326649,
0.189400, -37.259204,
0.189500, -5.436547,
0.189600, -27.745399,
0.189700, -21.581271,
0.189800, -24.919407,
0.189900, -0.632241,
0.190000, -7.591149,
0.190100, 1.037202,
0.190200, -10.239445,
0.190300, 74.765314,
0.190400, 44.477602,
0.190500, 18.932891,
0.190600, 6.466717,
0.190700, 110.458123,
0.190800, -6.790213,
0.190900, 1.941675,
0.191000, 5.759935,
0.191100, -22.743985,
0.191200, 15.760519,
0.191300, 55.187274,
0.191400, 37.140055,
0.191500, 20.961186,
0.191600, 2.355099,
0.191700, -25.674824,
0.191800, -46.929219,
0.191900, -47.181200,
0.192000, -7.556437,
0.192100, -44.136260,
0.192200, -13.487338,
0.192300, 9.557847,
0.192400, 25.230791,
0.192500, -16.848891,
0.192600, -66.773017,
0.192700, -31.302933,
0.192800, -54.802172,
0.192900, -14.779133,
0.193000, -57.019994,
0.193100, -2.048200,
0.193200, -26.427354,
0.193300, -34.273647,
0.193400, -40.735588,
0.193500, 11.630918,
0.193600, 9.724296,
0.193700, 25.447094,
0.193800, 28.862386,
0.193900, 76.969142,
0.194000, 86.108041,
0.194100, 149.723169,
0.194200, 33.232711,
0.194300, 102.312764,
0.194400, 83.015436,
0.194500, 24.915908,
0.194600, 47.755670,
0.194700, -13.801223,
0.194800, -8.095248,
0.194900, -26.764818,
0.195000, -25.668925,
0.195100, -10.112257,
0.195200, -35.337983,
0.195300, -32.727703,
0.195400, -69.708869,
0.195500, -58.767110,
0.195600, -26.922986,
0.195700, -28.053991,
0.195800, -20.626389,
0.195900, 6.826491,
0.196000, -21.962154,
0.196100, -10.323541,
0.196200, -19.510213,
0.196300, 80.686090,
0.196400, 217.396842,
0.196500, 70.077618,
0.196600, 49.015780,
0.196700, 14.129697,
0.196800, -17.740916,
0.196900, -8.504124,
0.197000, -59.361562,
0.197100, 20.467513,
0.197200, -36.037051,
0.197300, -2.680999,
0.197400, 13.856135,
0.197500, 99.028568,
0.197600, 10.976033,
0.197700, -4.893989,
0.197800, -5.901057,
0.197900, 22.890192,
0.198000, -19.961726,
0.198100, -7.134130,
0.198200, -25.924477,
0.198300, -34.261261,
0.198400, 32.753792,
0.198500, 9.246766,
0.198600, -17.267722,
0.198700, 1.400741,
0.198800, 2.035138,
0.198900, 27.308766,
0.199000, 24.236225,
0.199100, 16.246546,
0.199200, -5.749307,
0.199300, -47.901991,
0.199400, -38.683356,
0.199500, -57.654948,
0.199600, -84.786139,
0.199700, -20.954934,
0.199800, -55.965738,
0.199900, -64.126018,
0.200000, -41.909971,
0.200100, -33.128924,
0.200200, 0.301099,
0.200300, -16.835124,
0.200400, 21.690084,
0.200500, 54.562957,
0.200600, 40.474986,
0.200700, 18.503561,
0.200800, 21.619694,
0.200900, 102.701484,
0.201000, 13.366286,
0.201100, 9.697235,
0.201200, -25.759240,
0.201300, 9.395274,
0.201400, -1.434307,
0.201500, 71.850815,
0.201600, 21.906232,
0.201700, 20.555232,
0.201800, 12.272864,
0.201900, -12.083315,
0.202000, -12.768299,
0.202100, -43.671716,
0.202200, 4.236193,
0.202300, 9.711425,
0.202400, -7.250432,
0.202500, 43.931808,
0.202600, 29.805971,
0.202700, -31.619065,
0.202800, -32.408307,
0.202900, -58.958668,
0.203000, -60.372503,
0.203100, -18.219294,
0.203200, 4.071218,
0.203300, -62.032078,
0.203400, -47.622959,
0.203500, -19.221533,
0.203600, -35.349211,
0.203700, -21.680352,
0.203800, 7.957206,
0.203900, 18.029367,
0.204000, 66.045568,
0.204100, 96.400869,
0.204200, 77.859472,
0.204300, 113.341276,
0.204400, 80.921280,
0.204500, 163.593537,
0.204600, 31.347011,
0.204700, 16.843219,
0.204800, -24.177659,
0.204900, -2.798602,
0.205000, -34.237436,
0.205100, -21.560393,
0.205200, -65.150750,
0.205300, -37.718391,
0.205400, -86.927288,
0.205500, -21.210659,
0.205600, -33.220245,
0.205700, -72.121610,
0.205800, -35.316907,
0.205900, -61.644438,
0.206000, -65.406156,
0.206100, -12.586408,
0.206200, -30.920819,
0.206300, 6.219731,
0.206400, 54.068172,
0.206500, 67.880805,
0.206600, 61.566638,
0.206700, 91.575855,
0.206800, 43.348520,
0.206900, 11.106195,
0.207000, 24.434947,
0.207100, -40.620568,
0.207200, -11.588720,
0.207300, -24.340121,
0.207400, -39.437517,
0.207500, -31.241569,
0.207600, 25.137607,
0.207700, 64.700900,
0.207800, 20.457475,
0.207900, -10.948735,
0.208000, -4.559412,
0.208100, 2.795013,
0.208200, -27.854659,
0.208300, -4.716647,
0.208400, 45.402422,
0.208500, -2.834581,
0.208600, 8.990963,
0.208700, 18.476462,
0.208800, -30.120662,
0.208900, -9.193987,
0.209000, 21.992591,
0.209100, -1.348661,
0.209200, 44.352867,
0.209300, -4.700869,
0.209400, -33.251452,
0.209500, -32.133992,
0.209600, -2.602870,
0.209700, -36.363516,
0.209800, -73.220660,
0.209900, -27.871265,
0.210000, -36.411925,
0.210100, 6.357172,
0.210200, 4.630775,
0.210300, 0.663405,
0.210400, 29.704164,
0.210500, 19.097477,
0.210600, 24.435067,
0.210700, 38.415109,
0.210800, -22.088546,
0.210900, 24.463417,
0.211000, 23.830939,
0.211100, 70.006487,
0.211200, 37.315316,
0.211300, 28.600183,
0.211400, 24.247702,
0.211500, -22.652760,
0.211600, 22.543543,
0.211700, 2.883613,
0.211800, 32.400275,
0.211900, -2.057983,
0.212000, -8.594346,
0.212100, 2.069416,
0.212200, -22.128809,
0.212300, -18.345263,
0.212400, -31.968189,
0.212500, 19.713926,
0.212600, 72.657494,
0.212700, 3.404489,
0.212800, -22.797464,
0.212900, -12.672764,
0.213000, -27.351068,
0.213100, -55.232074,
0.213200, -34.537316,
0.213300, -63.619760,
0.213400, -58.732115,
0.213500, -48.964850,
0.213600, -32.039188,
0.213700, -34.562016,
0.213800, -35.555849,
0.213900, -12.148003,
0.214000, -5.526335,
0.214100, 20.779634,
0.214200, 70.393879,
0.214300, 129.411149,
0.214400, 67.441026,
0.214500, 119.646918,
0.214600, 117.479730,
0.214700, 67.454879,
0.214800, 1.810615,
0.214900, 2.732194,
0.215000, 4.987898,
0.215100, -26.821031,
0.215200, 19.213891,
0.215300, -9.855532,
0.215400, -38.044414,
0.215500, -44.167502,
0.215600, -108.560665,
0.215700, -10.413360,
0.215800, -38.865945,
0.215900, -39.466913,
0.216000, -59.187259,
0.216100, -76.132636,
0.216200, -33.962712,
0.216300, 15.716511,
0.216400, 22.059006,
0.216500, 1.823113,
0.216600, 46.986498,
0.216700, 73.706338,
0.216800, 77.310465,
0.216900, 33.967441,
0.217000, 56.204172,
0.217100, -18.555490,
0.217200, -19.391834,
0.217300, -26.945603,
0.217400, -6.055241,
0.217500, 8.680148,
0.217600, -2.081367,
0.217700, -39.960300,
0.217800, -59.828665,
0.217900, 6.062407,
0.218000, 50.162802,
0.218100, -28.176641,
0.218200, -29.197273,
0.218300, -36.233225,
0.218400, -13.083130,
0.218500, -11.513711,
0.218600, 25.153109,
0.218700, 88.006608,
0.218800, 41.571523,
0.218900, 33.295084,
0.219000, -22.766338,
0.219100, -3.399901,
0.219200, -21.150704,
0.219300, 10.270759,
0.219400, 43.846027,
0.219500, 28.693209,
0.219600, -13.843794,
0.219700, -16.245525,
0.219800, -54.868906,
0.219900, -22.278941,
0.220000, -5.832066,
0.220100, -43.999576,
0.220200, -11.671985,
0.220300, -31.586735,
0.220400, -44.575440,
0.220500, 3.116803,
0.220600, 41.900896,
0.220700, 112.139886,
0.220800, 23.527018,
0.220900, 10.806079,
0.221000, 20.742027,
0.221100, -15.824658,
0.221200, 31.422924,
0.221300, 69.812014,
0.221400, 40.975550,
0.221500, 18.322741,
0.221600, 3.957058,
0.221700, -31.083468,
0.221800, 9.434241,
0.221900, 29.752697,
0.222000, 63.140719,
0.222100, 16.773446,
0.222200, -33.483754,
0.222300, -15.863972,
0.222400, -15.835408,
0.222500, 27.998273,
0.222600, 24.623754,
0.222700, 28.426271,
0.222800, 11.953455,
0.222900, -54.081185,
0.223000, -20.699245,
0.223100, -27.172519,
0.223200, -58.916171,
0.223300, -51.195029,
0.223400, -67.779617,
0.223500, -10.452400,
0.223600, -56.431342,
0.223700, -61.380323,
0.223800, -56.300293,
0.223900, -11.060867,
0.224000, -9.640616,
0.224100, -0.000653,
0.224200, 5.621256,
0.224300, 17.940659,
0.224400, 49.131203,
0.224500, 145.599952,
0.224600, 105.108279,
0.224700, 150.985371,
0.224800, 84.857855,
0.224900, 33.636829,
0.225000, 10.346568,
0.225100, -18.819307,
0.225200, -5.291853,
0.225300, 3.123139,
0.225400, -60.670525,
0.225500, -45.353491,
0.225600, -28.885326,
0.225700, -34.547652,
0.225800, -56.469543,
0.225900, -50.436424,
0.226000, -20.906798,
0.226100, -55.230862,
0.226200, -44.607407,
0.226300, -17.470323,
0.226400, -26.717404,
0.226500, -23.452996,
0.226600, -17.191075,
0.226700, 21.172565,
0.226800, 43.821509,
0.226900, 41.848117,
0.227000, 56.937115,
0.227100, 54.827366,
0.227200, 12.855873,
0.227300, -8.010337,
0.227400, 0.392438,
0.227500, 5.067243,
0.227600, -12.368109,
0.227700, 10.507053,
0.227800, 5.634352,
0.227900, 5.478925,
0.228000, -7.284395,
0.228100, 43.729653,
0.228200, -6.654594,
0.228300, 38.647932,
0.228400, 17.633569,
0.228500, 9.851623,
0.228600, -30.504758,
0.228700, -6.999394,
0.228800, 107.549608,
0.228900, 34.578534,
0.229000, 22.881000,
0.229100, -1.063656,
0.229200, -22.535080,
0.229300, -32.385733,
0.229400, -3.036433,
0.229500, -5.590824,
0.229600, 80.536561,
0.229700, -20.149152,
0.229800, -18.585721,
0.229900, -23.859916,
0.230000, -6.495035,
0.230100, -47.613120,
0.230200, -58.257096,
0.230300, -19.422022,
0.230400, -29.368809,
0.230500, -12.583978,
0.230600, -4.793708,
0.230700, -28.703560,
0.230800, 24.415820,
0.230900, -13.224529,
0.231000, -20.126696,
0.231100, -10.979903,
0.231200, -41.710647,
0.231300, 29.223785,
0.231400, 32.001950,
0.231500, 13.257186,
